id	sent0	label
3851	 Pavam sanjeev pillaiku enthengilum credit kodukeda nayinte makkale	Negative 
5777	Face of Indian Cinema Mega star mamuka	not-malayalam
3811	 Kidu trailer oru rakshem illa katta waiting	Positive
1432	 Ethu puthu charitharam.	Positive
2803	 Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....	unknown_state 
1448	 Ende ponno 68 vayasaya oraluda body thanneyano ith.... 🤩.. NAMICHU PONNIKKAAAA	Positive
2643	 Lucifer  Lalettan polikkumm Kerala Abhimanam Lalettan	Positive
3931	 Ikka evide  evide ennu nokkuvayirunu.. Vanapozhoo. Onnum parayan illa	Positive
5636	Ithada mass ..!!! Enta laletta ummmmaaaa...!!! 🥰🥰	Positive
4190	 What did happen to Cheramana Perumal Tajuddin?	not-malayalam 
1750	 Padam polichu mass + class movie	Positive
6273	Yadhaartha kadha	Negative
1627	 Ithil Rajuettane kandavar ethra perund??? Aaa mwothaline athra pettennu kaanan pattilla. Athinu chorayil alinja sneham venam. Enje pwoale. R Eattan da <3	unknown_state 
3534	 TamilNadu Megastar Fans Like Pannu	not-malayalam 
4152	 Enik pulimurgante scnd part ayita thoniye	Mixed_feelings 
2793	 1:35    iruttath  oru  kallan	unknown_state 
1238	 Oohh my Godddd	not-malayalam 
5810	Trailer irangan 88 mins koode atinu munbe 2.5k dislike nth malaranmaranu	Negative
4618	 Edakida  etra million ayi enna nokan varunavar onnu like	unknown_state 
5723	Aravindraj rs.(govt:model bhss thycaud	Positive
4297	 Ee videokk sheesham tovino fan aya arokke und🤚🤚	unknown_state 
1530	 Nte ponno oru rakshayum illatta makinggg......polichu....MAMMOOKKAA	Positive
5098	 Ettan industry hit adichal ikkante hit urappa... Angane aavattee....	Positive
5443	Adipwoli comedy trailer aane ettaaa  ittichaayan	Positive
6624	Oru vijay padam pole thonniyath enik maathramaano?	unknown_state
3085	 FDFS  for sure samshayam venda	Positive
4069	 Mammoookkaaaa polichadukkiii katta waiting nv 21	Positive
6712	Ikka katta waiting onnu pettanu ita kolamayirunnu	Positive
6734	143k views and 145k likes	unknown_state
1380	 Dislike adichavar ettavum valiya oolakal...... bldy idiots...	Negative 
3218	 Schoolile pillare kandille thaadiyum meeshayum okke undllo 🤔	Mixed_feelings 
1143	 Veendum veendum Vann kaanunnath njan maathramaano	Positive
3795	 Haneef adeni  Ninakevdunna mone ijjathi kolakolly items kitenne Vere level	Positive
944	 First show ente koode arokke varum	unknown_state 
966	 Raja Returns  രോമാഞ്ജിഫിക്കേഷൻ	unknown_state 
3669	 Sir hindi movie nhi he kya 🤔🤔🤔	not-malayalam 
5256	 ഇവിടെ telug padangal vevoola mr Twolinjo..	Negative 
722	 Mohanlaline pandu kaliyakiyanna parayunna tovino tanne lalumayi	unknown_state 
4060	 Uff... again....AGE IS JUST A NUMBER #Mammukka	not-malayalam 
5384	 SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA	Positive
1752	 Ikka mwuthe happy birthday   lub u	Positive
2827	 Maryathakku oru trailer polym irakaan arillaaayy	Negative 
2820	 Katta ikka Fan's okke onnu like adichu pokke...	unknown_state 
574	 Venda kuttaa uruttaam.       Ufffff	unknown_state 
5814	ithu ividam kondonnum nilkilla monei.hatersei ningaludei karyama kashtam.poyi valla aduppilengannun poyi irikk.aa choodang maarattei.enna julay 5th.kaanaam allalla kaananam.	Negative
438	 Cinema kanditum idakku idakku keri trailer kanund	unknown_state 
74	 LALETTAAA MUTHEE POLICHU	Positive
1099	 Rajayum rajede pillarum stonga tripple strong	Positive
6063	chattambi nadente oru cheriya oru koppi mathiri	unknown_state
1651	 17k dislikes.. seems like some people wanna degrade this movie	not-malayalam 
5395	Sunny chechiye kaanan vannathu njan maathram aano	unknown_state
1105	 samajh me nahi aya par dekh kar achha laga!	not-malayalam 
2655	 152k views in 38 minutes 107k likes. Lalettan magic	Positive
2241	 Aa pazhaya lalettane thirichu kittiyennu thonniyavar like	unknown_state 
2174	 Thalapathy vijay & lalettan fanz hit like	not-malayalam 
1928	 Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu	Negative 
5568	Comments engilum 30 k ethikkanam..ath oru record akkam	unknown_state
734	 Ee Easter um Vishum njangal angu eduthu..	Positive
3941	 Wishes From #Suriya Fans!  Looking Forward for #Kaappaan !!	not-malayalam 
1115	 ikka fan aahn but trailer vijrcha atra vannilla . cinema endhayalum polichadukum enn viswasikunnu	Mixed_feelings 
1920	 Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...	Positive
6407	Eee vishu ikka yum pillerum kondu pokum	Positive
917	 ThazheVettoor Government school Varkala ullavar aarenkilum undenkiluu koduuu LIKE adiii	unknown_state 
1492	 Tovino machane fight scene poratto... eniyum valaraan undu	Negative 
413	 Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ	Negative 
2240	 LALETTAAA POLICHU  100 CR KOYYUM	Positive
509	 Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading	unknown_state 
4108	 Malayalam cinema innevare vannathil vachu ettavum mighacha trailer	Positive
2867	 Ente ponnnoooooooooooo oru rekshsyum illaaaaaa....kidu trailer......	Positive
4996	 padam   pole anu muthe	Positive
4052	 7 days to go for mamangam.	not-malayalam 
5387	 Like from superstar thalaivar rajini sir fans	not-malayalam 
4705	 full support to ikka from #lalettan fans	not-malayalam 
2498	 Oh...Iththakathallo. sankar ramakrishnanu dhairyamayi kunjalimarakkar directcheyyam	Positive
454	 Happy birthday.    ...... Mammookkaa....	not-malayalam 
4304	 Ikka fight lu ottum pinnilottu ninnittillaa...ikka maarakam	Positive
2347	 Ikkaa ikkaaa ..ente chomanna jatty kandaa	unknown_state 
5845	Poli poli polichu mass mass mass maranamass	Positive
2155	 Muttamariyans Mammunni Myra raja team omkv	Negative 
3077	 Mammookka did it last  sooper man punj is owsume	not-malayalam 
6626	Diss like adichavarodanu Ella nayinte makkalkkum naduviral namaskkaram	Negative
4280	 Padam onnu eragikotteda pahayanmare appalekum chelakkan kuthirikunu ororthanmaru.. Onnu poyinada..	Negative 
3739	 copy annan	Negative 
4989	 Arum markaruth lucifer ta stunt master aa SLIVA	unknown_state 
4776	 Mamanga maha makamstarting this Nov 21st	not-malayalam 
280	 Ente ikkkaaaa kola mass YouTube hang aanu makkale	Positive
4756	 Ingerk ethra vayas aa nna paranje????	unknown_state 
5455	Disastrous Movie .. Waste Of Money	not-malayalam
4464	 Ndhaa ipo indaaye? Ndhokeyaa kande?? Malayalam padam thanne aano idh.ejjadhi trailler	Positive
6229	onnil kuduthal thavana kandavar like adike	unknown_state
641	 16k view 85k like.. 8.5k dis like	not-malayalam 
2538	 Prime video pe hindi subtitles k sath dekh skte ho me dekh k btata hu kaise h	not-malayalam 
3567	 Padam motham twistukal aayirikkumennathil samshayamilla	Positive
1306	 Yedaa Mamooty poora	Negative 
6287	Ikkaaaaa katta waiting.. Ini kurach nal koodi	Positive
5724	Entammmo kidilan teaser.  Like big B....	Positive
6283	Ithu njan 10il kooduthal  kandu	Positive
1261	 Amitha pratheesha vekunila anyway katta waiting #L	Mixed_feelings 
420	 Etu lucifere polichu adukum...... Raja return daa.....	Positive
1590	 Kore naalk shesham ikkante padam kananam enn thonnath ee trailer kandapola...ith polikum...	Positive
3221	 Sarkar teaser likes VS odiyan trailer views	not-malayalam 
4633	 njaan ippo oru  83 thavana kandu	Positive
6543	vadaaa mass dialogue..mammootty fan aya njan pattunnu...ithu lalettan thakarkumennu...koode vishakite madhura rajayum...	Positive
1918	 ingerum verum myran aan padukilavan mammooty myran	Negative 
1994	 Enne channel subscribe cheyyu na ellavareum njnum cheyyum	unknown_state 
4592	 Sathykatha anthannu vacha kandittu angottu mathivarunnilla	Positive
4819	 Ee cinema kand kazhinj..... ithinte second part aagrahikunavar like and comment	unknown_state 
3768	 mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta	Positive
2933	 Lucifer njngal randum kayyum neeti sweekarichu.. Marichu..   Matham parayunna sangikal keri dislike adukkuvaaa... Oru myrum nadakkulla.....	Negative 
169	 ee unlike adichavark oru asukam undu enthuvanan ariyamo asooya	Negative 
4009	 Ippom itharalum kannan vanno vannavar like button adichooo	unknown_state 
1511	 1.30 manoj K jayan  Mammookka walk	not-malayalam 
4136	 Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu	Positive
1823	 Prithvirajnte movie alle...Appol aa oru standard prathikeshikam.... Trailer kalakki	Positive
5302	 Mammoookkkaaaa u r a kingdom	not-malayalam 
4496	 Behenchood kutey saleey illuminati kay 2 takey kay kutey....Lanat iblees par Lanat Lucifer per	not-malayalam 
1888	 Dileepum anusitrarem oreclassil irunnu padichatha ennude para. Adipoli cinema	unknown_state 
1372	 Ikka bakthanmaar like adi   Ikka istham	unknown_state 
3099	 All the best from prithviraj fans🤩. Next prithviraj mammukka vech padam varatte....katta waiting	not-malayalam 
3609	 Sunny chechiyee kannan vannavar like adi...	unknown_state 
6534	LUCY Ooh ennik okk aar like tharan	unknown_state
6085	5M  Ettanum pillarum katta stronga makkale	Positive
6459	Enthu kandita dislike adikune Mamooka fans. Mohanlal haters step back Lucifer is comeing	Negative
2140	 Vindum vindum repeatadichu kanunna lalettan fans undel ivide likeadi	unknown_state 
1527	 Prithviraj undennu aringuu trailer kanan vannavar atraper	unknown_state 
1631	 Applause from an ettan fan... Mammukka katta swag	Positive
488	 Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi	unknown_state 
6431	Theoteril ninn irangiya oru feel...enikk maathramaano!	Positive
986	 Ippozhum repeat adich kanunnavar ivdey like ikka🥰	Positive
1323	 Kidu frames kidu bgm ellarum kidu look kidu making pinne kidilolkidilan Lalettanum verentha vende heavy	Positive
1900	 Enna parayana  onnum parayanilla	unknown_state 
5935	Thilakan sir undayirunnengil innocentinu pakaram adehamayirunnene	Mixed_feelings
6297	poliyalle  adi like ikka fans onn kand nokk	Positive
384	 Oru BEST ACTOR feel enikk maatramaano adiche	unknown_state 
6047	Raja solvarath thaan syvaa seyrath mattuntha solvaan..	not-malayalam
4469	 History of Mammukka   kattawaiting and support love u Mammukka	Positive
140	 adiyum bahalavumillathe swasthamayi kandirikkan pattunna oru nalla cinema	Positive
6087	Kurach kathirunnenkil entha	Positive
4427	 Kalki fans show kannunavar like adichotovino	unknown_state 
1461	 Idh 2 million cross aghanam enn agrahikunnavar adi like	unknown_state 
4548	 Sudeep all the best. Trailer kalakki machanea apo padam powlikkum.	Positive
2483	 Venanki 6:00 manik release cheyam ketto!	unknown_state 
2507	 Linto kurian fans  jayasurya nte career le super trailer	Positive
5608	I'm from tamilnadu I'm big fan of Mohanlal sir	not-malayalam
3354	 Pearu nooki aaneallom ippol commentum idunna ...Ella idathu matham aakiyo?	unknown_state 
5084	 trailer kollam padam koodi kanatte ennitt parayam bakki masss trailer	Positive
3650	 Pala bgm um ketta pole thonnunundelum kidu feel	Mixed_feelings 
906	 Best actor poloru movie expect cheyunnu	unknown_state 
2891	 Ithe ikka polikkum ne thonane. Laletten fansinte vaka ore all the best	Positive
117	 Lucifer kaanan povunnathinu munpu trailer kaanan vannavar aarokke	unknown_state 
5389	 FDFS.. trailer kandu ithu vareyum njanithu paranjittilla..🤩🤩	Positive
5126	 Ithanu mamukka. Mammuka thirichu vannunn poyi parayedaaa. Lalettante level ipoooo	unknown_state 
3323	 LALETTAN  UYIR  BAKKI ELLAM VERUM  MAYIR    LALETTAN	Negative 
3861	 Happy birth day. Dear megastar mamookkaa	not-malayalam 
4632	 Madhuraraja yude teaser ithinte ezhu ayalathu ethiyilla ennathanu satyam	Mixed_feelings 
1737	 Unni mukundan poli ikka vere	unknown_state 
4095	 Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu	Negative 
4261	 173 k likes 173 k views	not-malayalam 
2311	 മോഹൻലാൽ ഫാനൊന്നുമല്ല. But Trailer soooper.  രാജുവേട്ടന്റെ first padam hit aavatte katta waiting	Positive
331	 Njan maathramano comment nu like  kittiyo enn veendum veendum nokkunnath	unknown_state 
5366	 Cinema kandathinu shesham vannavar undo ivide	unknown_state 
6658	lolante lucifer kand kaananthooni  vannavar	unknown_state
1032	 2019 Mammokka angeduthunnu parayan paranju.	Positive
5161	 Ee trailer il devane kandavar ivide like	unknown_state 
3174	 Kuru pottikkan aarum varanda...ith vere level aan makkale	Negative 
4728	 Malappuram jillakkarude padam. Malappuram jillakkar adi like	unknown_state 
5833	Ente makkale egeru vidum vidum aradhakare. Kollanalloooooo	unknown_state
73	 Big B 2 pole und	Mixed_feelings 
4311	 10 nil kooduthal trailer kandhavar like adi	unknown_state 
5809	1:48 illl dileepettante.... Lookkum.... അഭിനയവും......	Positive
1894	 Kallay thuramukathey ghureshimarod chodichariyanamyrunu chadrothey churika chooru mammmoooka ningal mwuthaan	unknown_state 
5441	Dileep + siddiq + anu sitara..	unknown_state
5116	 Kalki is a. Aswome movie.... But release date is bad	not-malayalam 
1351	 IKKA PWOLI BGM oru rakshayum illa	Positive
6436	1:34 Raju ettan allei back ill nilkunathee....?	unknown_state
4429	 Realistic padam kandu maduthu eni korachu mass aakam	Mixed_feelings 
3587	 DISLIKE ADICHAVARK  IRIKKATTEE  ORU  KUTHIRA PAVAN......*ejjathi ooolatharam	Negative 
2083	 Madhura raja....kandadhil vechu adipoli thagarppan movie...mammukka	Positive
2622	 Kollam. Short film polend. Vere vallo panikkm po man	Negative 
4028	 Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum	Negative 
2115	 Mohan Lal ayirunnenkil super ayene ..ithu chapli ayi poyi...	Negative 
6633	1 view = 100 like 100 view = 10000 like 10000 view = 1000000 like	unknown_state
2372	 Lallettaaa polichhuu uff ejjaadi look trailer polichuu	Positive
2935	 Watch From  saudi. (Riyadh )	not-malayalam 
5322	 Uff poli... Mammookkede aaa ottam oru rekshayilla	Positive
4946	 Ith lusiferinte views pottikkum enn urappullavar adi...	unknown_state 
4220	 Govt school pillar ku like adikkan ulla place	unknown_state 
182	 Myarakam ikka  Hollywood direction and visuals	Positive
1153	 Adipoli trailer movie kanan wi8ing. oru psycho indannu prathishikaam	Positive
4338	 Malayala cinemayude charithram mattan deric abraham june 16 ethum	Positive
1207	 LuCIfeR        polichu poli	Positive
1671	 Trailer repeat kandukondirikkan thonnum.. LALETTAN.. ISHTAM	Positive
6471	Ho...oru azhchak ithrayum Neelam ondo?... Idikkatta waiting...	Positive
5162	 kidu   padam kidu aayaa mathiyaairinnu	Positive
3124	 Laleetanu ikka fansite  Best of luck	Positive
5370	 Big b nte cheriye cut unduu	Mixed_feelings 
3247	 Villain polichu Malayalam movieyil njan ivane polore villane kandittillla	Positive
2609	 Trailer kandittu dquntea Instagram  post kandappo ..dqi vayazyapolea thonnanu ..mammukkaaa🥰🥰🥰🥰	unknown_state 
2438	 Model School 🤩🤩🤩 Romanjam  Trivandrum	Positive
357	 Prithviraj. Nighal oru marana mass sambavam	Positive
4377	 Promo viedeo engana kanua arelum paaratu pls	unknown_state 
6008	Murivetta simhathintte shyasam garjanthekal bayankaramayirunnu Vannu vannu avan vannuikkaa love you	Positive
2221	 Pwlichh adukki. ...mass trailer. ....vere levell padamayirikkum. .....katta support from an ikka fan	Positive
5563	Onnathinu pottikan padakam Alla nalla assalu bomb thanne	Negative
3454	 7 minutes 147k views  37k like......	not-malayalam 
3396	 14 minute  65 k like  Ith polikkum	Positive
2338	 Ithu kollaam....  expectation onnukoodi koodi...	Positive
77	 Ithipo kadha muzhuvan undalo ithilu ? ?	unknown_state 
1470	 All the best ikka- By a die hard ettan fan	not-malayalam 
3625	 Surajettane kndappol ravanaprabhuvile varyar ammavane ormma vannavarundo	unknown_state 
4083	 Dislike butten are stoped....still running for like butten....ettan effect...	not-malayalam 
5744	Ettaaaa kandalum kandalum mathi varunnillaaaaaa poli anu kettooooo	Positive
6369	Mohanlal fans like here. Trailer maran mass. Uff kidu	Positive
2336	 Anganey avasaanam malayalathilum oru vedikkettu trailer irangi	Positive
5892	ikka thirichu vannu makkale <3 ini adiyude idiyude vedi pooram!!!!!	Positive
1185	 Ente anna oru rakshaym ella.... Adipwoli	Positive
2740	 Madhraraja  ith ikkem ikkade pillerum pwolichadakkum	Positive
4384	 ente channel onnu subscribe chayyammo	unknown_state 
1824	 Marakkar polichadukkum Mone kando laletta Love you	Positive
4279	 Adipoli   adipoli  adipoli  super	Positive
4131	 Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa	Positive
508	 Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....	unknown_state 
3057	 Chill roomil kudungi ice aaayi ppopya penkuttiyue katha	unknown_state 
2439	 Raja varunnu Maniyayi.  Rajamani	Positive
1054	 KATTA WAITING  ////./../// FOR  LALETTANSZZZZ MAGIC.....	Positive
4460	 Ittichante vaka oru sample hitum koodi	Positive
3335	 Lucifer num katta support  Eni Madura raja kkum katta support  Thalapathy lovers Kerala	Positive
3463	 Enne polle 12 vattathille kuduthalle kandavarre arune	Positive
583	 Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....	Positive
1128	 Kandu pinnum kandu veendum kandu sheham kandu ippol kandu ithu kazhinuu kandu	Positive
3023	 Polichu katta wait mamooka fans adi   like	Positive
862	 Dislike  Adicha Mammookka Fans  Njagade #ettante varav KaneKulirke Kandota...........................	Negative 
2589	 Ravle 7.30.k eneete pade repeat adich kanunnavark othukoodanulla sthalam	Positive
2729	 ettan fans ibdee common	unknown_state 
1178	 Ithinokke dislike adichavanmare okk adichu kollanamm ettan uyirr	Negative 
1338	 sathyam parayalow kaNubol ente police traing kalam ormavarunu	Positive
3179	 Enth parayana ...pwolich adukki Bgm Vera level	Positive
5057	 ee padam pottum enn thonunnavar ethra per???	unknown_state 
5227	 Mammooka polichu	unknown_state 
3414	 Ikka fans ivide onnu ujala mukkiyek	unknown_state 
5324	 Lalettan fans nte full support 🥰🥰🥰	Positive
4650	 Enteeee moooone kidu kidu last aah adi kandappoo killi poi angna poyavarkk lik adikaaanulla sthalam	Positive
4721	 Mammokka fans onnum alla. But karyam parayalo  trailer kalakki marich	Mixed_feelings 
5235	 500 + dislikes .. Endonadey... Endu kandit aane  dislike adkne	Negative 
2885	 Ennalum davan coolayittu unda vizhungiyathu athra sheriyayilla... Padathil anaganills super..	Mixed_feelings 
6143	Arenkilum poi aa  srreeeekumaarane onnu vilich kaanich kodukkedoo  entha  etha  cinemannu  .....&&&&@@@	Negative
2035	 As 15k dislike itavarod aranenokke mansilayi oru choddyam       Nanam undo	Negative 
3448	 Unnni mukundante padamenn paranj arenkilum vanno makkale	unknown_state 
2882	 Ee mohanlal padam 150 crore clubil varatee	Positive
1009	 Mamangam ikka ithre vendu katta waiting	Positive
4826	 Oru rakshayum illa... adhi gambeeram ennu parajal idhanu namichu	Positive
2128	 Ben johnson mani police was soopr.  Idikkokke enna weightaa. Tovino pora	Mixed_feelings 
2894	 Njan vicharicha pole alla ketto...sambhavam kidukkiyittundu	Positive
6066	Eeetu polikkkummmmm........ trailer polichu Enni onnu thala uyarti nadakkam........we...love  Mamookkaaa....................	Positive
75	 Ee pennu evide poyaalum ithaanallo avastha..	unknown_state 
5498	Prithvi  Lalettan  Bgm ?? any idea guyzz ?	not-malayalam
4100	 ethu type roleum ettante kayil safe aanu... sambhavam kidukum... fans show bookedettan uyir..	Positive
846	 10 il kooduthal kandavar like adikk	unknown_state 
6202	Ithiloke vannu dislike adikunnavane okke namikanam	Positive
5813	Ikkayude veedinte gate enkilum kurach gap ittu paniyamo	unknown_state
4561	 Eppol time 5:50am 2000 view koodi kittiyalll 2million aakum....enthoru pookku...ithu Ella recordum pottikkum	Positive
6383	Sheriyaa.. Siddique Lalettante othiri kali neritt kandittullathalle.. 🤭🤭🤭	unknown_state
1274	 Oru rakshayumilla.repeated mode on... Njan kandathil vech ettavum best trailer	Positive
576	 Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla	unknown_state 
5967	eattaaa ini 8 day engane urangum	Mixed_feelings
2011	 Ith kgf poolee kadhaparachilanooo by indhrajith	unknown_state 
5270	 4M viewsmammookka we are waiting	not-malayalam 
6172	ithil  apo  mammooty alle nayagan ????	unknown_state
1622	 Tamilnadu Mammootty fans Inga like podunga	not-malayalam 
4372	 Brand new Bmw il vannerangum ennu pratheekshichu	unknown_state 
3864	 Pazhanjan formula aanaloo .....  Oru gramam	Mixed_feelings 
5910	Padathin hipe koottan trailer irakki ulla hippum koodi kondupoyi kalanju enn kettapol ithrayum pratheekshichilla	unknown_state
4318	 renddunda oru venda.	Mixed_feelings 
5194	 I am Fan from Andhra Pradesh	not-malayalam 
1599	 Ithu verum oru samble vedikkettu.iniyaanu podipaaranapooram.appo churikki paranjaal vishu RAAJAyum RAAJAyude pillerum angukondupokum alla KONDUPOYI	Positive
1146	 Enthaylum... Oru adaar feel undu... Tamil look	Positive
3319	 Ethh avvo enn avvo padam eraguma kanna	unknown_state 
2342	 Movie kandu super movie anu nalla oru story undu	Positive
3905	 #1 ON TRENDING  2M  realtime views  145k likes in 6 Hours  megastar Mammootty da	not-malayalam 
6330	Padam inna kandee.....ayyo jai marikkum alle....enikk karachil vannu	unknown_state
2382	 Lalettan polichu Pani ariyanunna Mon thanna rajuvettan	Positive
1452	 padam 2 thavana already kandavar aarelum undoo	unknown_state 
2405	 Oru rekshayum illaa padam polichuuuu mass marana mass parayan vakkukal illaaaaaaaaa	Positive
5323	 Ith kandit simple and powerful movie aayirikkum..	Positive
4823	 Tamilnadu Mamuka fans hit like heare	not-malayalam 
5268	 ha samadanamayi vannallo eni agg mamanga maholsavam	Positive
3550	 Oru reksheyum illa kandittu oru tamil padam feelings	Positive
395	 trailer powli aayi.cinemayum angane thanne aavum enn pratheekshikkunnu	Positive
5254	 Adipwoliii Lalettaaa	Positive
4649	 16 k view 48 k like  appo youTube veendum hang aaayalle...	unknown_state 
4794	 Nalla comedy movie aanenn thonnunnu....katta waiting🤗	Positive
1951	 Njanum ente pillarum stronga double strong Alla tripple strong	Positive
6501	Ammbo onnum parayan illa enna oru bgm annu class sathanam	Positive
6030	Dislike adicha thaayolikale adikendavark like cheyyanulla comment	Negative
426	 Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane	Negative 
4051	 Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!	Positive
3437	 Hahaha...🤣🤣🤣Siricchu satthu....Sugar koodi Poyi mone... Pakka Flop....	Negative 
3477	 Ekkkaaaaa .... Kaathirunath veruthe aayillaaa ... Heavy item .. Ekka fans hit the button ..	Positive
693	 All  The Best from unni mukudan fans	not-malayalam 
4116	 puli murugante  set. eppozhum  lalettan  chunke  deeee	unknown_state 
4817	 Uff.....aa last scenile look oru rakshim illatta....pwoli	Positive
1478	 Ennik mathram aano 200 cr clubil ee movie keerum enn thoniyath ?	unknown_state 
2349	 Mohanlalinte ee cinema pottiyaal njan ellarkkum 1crore rupees kodukkum.................. kodikkendivarilla ennnaram...... because its MOHANLAL	Positive
775	 Lucifer പോലെ Oru മരണമാസ്സ്  Trailer.Mammokka kidukki . Trailer Eshttapettavar evide Like അടി മക്കളെ	Positive
2526	 you tube ipolum hang anelo 🤔🤔🤔🤔🤔🤔 nale sheriakum	unknown_state 
1163	 Sound athu screenil kanam  lalettan polikkum	Positive
6000	Goosebumps... What a BG... Mass ka baap	not-malayalam
5289	 Aarokke yaan wait cheyyunnath.  Ee link ella pagilum	unknown_state 
4459	 Ee dislike addikunnvarode .....onnum paryaanilla.....naldukandal aghikarikaan padikk	Negative 
5035	 20 minutes  151 k veiws  Otta peru	unknown_state 
6017	Dislike adikaan orupaad lalappan fan vannittund paavangal hahahahah	Negative
955	 Surajanenn trailer pakuthyethiyappo mathrame manassilayullooo... surajettan pwoli	Positive
1286	 Padam vere level aaavum.... Mammulaaaal fanz	Positive
2450	 Ikka fans like butten adich pottik	unknown_state 
2323	 OOO    Odiyan ????	unknown_state 
1184	 Potta padam 2million views polum illatha ee oola padam potti paaleesavum.  Antony perumbaavoor kuthuvaala Edukentiverum. {not an ikka fan}	Negative 
114	 kalakki Kalakki. Onnum parayan illa	Positive
3350	 16k dislike adicha ma.. Mahaanmaarude shirasu pilarnnu andharikane.. Bagavaane	Negative 
1844	 Tamil Die Hard Mohan Lal fan	not-malayalam 
916	 Mattoru DHRISHYAM...  aakum..  Aakattey..  Athinte soochana trailer il und	Positive
1484	 Appol  lalettante padathinte Record ellam  thakarthu  eriyan pokunnu alle ayikotte malayala  Cinema uratte	Positive
2179	 Ee kidu remake onnu kandu nokku	unknown_state 
3290	 Lal fans kurachu kashttapedu unlike adichuuu	Negative 
6208	MAMMUK  FANS  PERUMBAOOR  SUPER     jai jai mammuk	not-malayalam
2659	 Ethu polikum njanumanta family realsinta annu thana pokum	Positive
2765	 Idhinde teasern verum 50k like ullu	unknown_state 
708	 Kolakkollliiii  trailer kand njettiyavr aarund	Positive
3720	 Trailer kannunathinu munne dislike adicha mahanmark adaranjalikal....ivrk matram engana pattunoo ijathi kuru pottikal....kashtam...	Negative 
814	 Mamooka ningal vismayipichu kontirikaanu ee prayathilum	Positive
6569	View etrayayee ennu ariyan veeunavar undo ?	unknown_state
6138	Mammmookka no words.katta support to GANAGANDHARVAN . Kalasadhan ullasinu janmadhinashamsakal. Pinne pisharody	Positive
3841	 Kutam parayunavaru Maryadaku zha parayan ariyatha team anu	Negative 
6309	Waiting for Malayalam Epic movie Mamangam	not-malayalam
4970	 Fucking awesome mahn... Latettan poliiiiii.. Rajubhai chathikikllaaa.. Waiting for lucifer... Odukathe trailer ayi poyi monneeeeeeeeeeeeeeeeee	Positive
4808	 Suraj vere level  soubin  ithu thakarkkum	Positive
2797	 Lalettan  fan Aya entea Ella ashamasakalum	unknown_state 
4824	 ikka oru raksha illa super waiting	Positive
3734	 Ikka kku nalla age feel cheyuunuu	Mixed_feelings 
6126	Kuch Samaj Mai nhi Aya but Maja Aya	not-malayalam
5127	 I love u mammutty or mohanalal	not-malayalam 
4719	 malayala cinema heightsukal keezhadakunnu... innevare ulla cinemakalil ninn vyathasthaamaayi chithreekarikunnu... Proud to us...	Positive
2266	 BIG M'S ARE SETTING FIRE ON YOUTUBE	not-malayalam 
217	 Mudi valarthi lalettan pazhya rajashilpi look thannee 0.51 il... super	Positive
4647	 Woah!!kidu TrailerMammukkaaThis Eid z awesome	Positive
3334	 Ellarum orugi irunno....... Raja returns.... Teaser vannappol youtube cheria parukkukalode rekshapettu . ... Ennal innu chavum..... Waitingg......	Positive
5531	Ambooo pwoli oru rekshem illa lalettaaa poliiii	Positive
1228	 Onnil kuduthal kanda trailer ambooo powli....	Positive
5351	 Mammokka fans tribute to maamangam	not-malayalam 
2359	 Storyum cinemayum polikkum along with mammookka	Positive
3682	 Ikkaaaaa masss enn vechaal ithaam masss	Positive
2285	 SKECH BGMNOD ENTHO SAMYAM ULLAPOLE.. ENNALUM KIDUVE...	Mixed_feelings 
4480	 uff malaru tension adichu chakum entha entho..padam irangi hit yennu kelkathe oru samadhanam illa :(	Positive
6161	Rajauda kalii enum keralam kannan pokunnaa olluu🤩🤩	Positive
3653	 Annnnnnooii oru rakshem ella pwoliiiiiino words	Positive
3357	 Mere naam ka kachra karo sab mil k	not-malayalam 
